"MuseumCode","Barcode","Collectors","AdditionalCollectors","FieldNumber","Date","CalcFullName","LocalityNotes","Latitude","Longitude","LLResolution","QDS","LLChecked","DescriptionText"
"PRE","PRE0088590-0","Acocks, JPH","","17171","9/21/1953","Spiloxene capensis (L.) Garside","SUTHERLAND DIV.; GEELHOEK; (VYFFONTEIN)","-32.3963900000","20.5733300000","2k","3220BC","True",""
"PRE","PRE0021899-0","Acocks, JPH","","155","3/19/1936","Sporobolus acinifolius Stapf","BARKLY W. DIST.; KNOCKBARRAGH(NW 46)","-27.9891348800","24.3090265800","2k","2724CD","True",""
"PRE","PRE0180988-0","Acocks, JPH","","18484","6/18/1955","Oedera multipunctata (DC.) Anderb. & K.Bremer","CALVINIA DIV.; LOKENBURG","-31.6951841600","19.1896762400","10k","3119CA","True",""
"PRE","PRE0531592-0","Acocks, JPH","","12164","11/17/1945","Monsonia emarginata (L.f.) L'Her.","TSOLO DIST.; SLOPES","","","","","",""
"NH","NH0034865-0","Acocks, JPH","Pentz, JA","A10257","3/30/1944","Fimbristylis dichotoma (L.) Vahl","Klip River District. Near Wesselsnek.","-28.3722000000","30.0700753200","5k","2830AC","True",""
"PRE","PRE0360148-0","Acocks, JPH","","21610","10/21/1960","Leucospermum cuneiforme (Burm.f.) Rourke","RIVERSDALE DIV.; AASVOELBERG NEK; ABOVE AASVOELBERG NEK","-34.2091540000","21.6884810000","2k","3421BA","True",""
"NH","NH0036513-0","Acocks, JPH","","11542","7/11/1945","Phymaspermum acerosum (DC.) Kallersjo","South side of Dumbe mt. Paul Pietersburg.","-27.4225247100","30.8101139400","1000m","2730BD","True",""
"NBG","NBG0198302-0","Acocks, JPH","","19268","6/8/1957","Asparagus alopecurus (Oberm.) Malcomber & Sebsebe","Namaqualand. Springbok. W by S of Springbok.","-29.6250000000","17.8750000000","1/4dg","2917DB","",""
"PRE","PRE0398994-0","Acocks, JPH","Hafstrom, AHF","628","9/1/1938","Aspalathus laricifolia subsp. canescens (L.) R.Dahlgren","LLANDUDNO","-34.0010692700","18.3544963800","2k","3418AB","True",""
"PRE","PRE0199864-0","Acocks, JPH","","1697","2/9/1937","Pentzia lanata Hutch.","BRITSTOWN DIV.; A FEW MI. FROM BRITSTOWN ON STRYDENBURG RD.","-30.5089500000","23.4779500000","2k","3023CB","True",""
"PRE","PRE0276609-0","Acocks, JPH","","15939","7/31/1950","Abutilon sonneratianum (Cav.) Sweet","MIDDELBURG DIST.; WITKRANSBERG; N. SIDE OF WITKRANSBERG","-31.6909539300","25.1788999400","2k","3125CA","True","Up to 3 ft, grey. Flrs light yellow."
"PRE","PRE0080406-0","Acocks, JPH","","21048","2/10/1960","Cyrtanthus epiphyticus J.M.Wood","GRAAF REINET DIV.; MEELBERG; MORGENDAAL","-32.2016117200","23.9920419300","2k","3223BB","True",""
"PRE","PRE0074119-0","Acocks, JPH","","14162","3/19/1948","Restio rudolfii (Pillans) H.P.Linder & C.R.Hardy","CALVINIA DIST.; NIEUWOUDTVILLE PLATEAU.","-31.3821617000","19.0731807800","2k","3119AC","True",""
"PRE","PRE0332748-0","Acocks, JPH","","2258","12/1936","Ceropegia multiflora Baker subsp. multiflora","BARKLEY WEST DIV.; GELUK 16 IK","-28.4097799800","24.7309270100","2k","2824BC","True",""
"NBG","NBG0258345-0","Acocks, JPH","","20489","5/22/1959","Erica rosacea (L.Guthrie) E.G.H.Oliv. subsp. rosacea","Oudtshoorn Dist. Zeebras Kop area.","-33.7676510000","21.9464490000","2k","3321DD","True",""
"PRE","PRE0380000-0","Acocks, JPH","","19283","6/13/1957","Thesium galioides A.DC.","LADISMITH DIV.; S. END OF SEVEN WEEKS POORT","-33.4577421700","21.4264377900","2k","3321AD","True",""
"PRE","PRE0402759-0","Acocks, JPH","","19996","11/16/1958","Aspalathus subtingens Eckl. & Zeyh.","UNIONDALE DIV.; ONGELEE P.O.; 4 MI N OF ONGELE@E POST OFFICE","-33.6862060000","23.4249060000","2k","3323CB","True","Sprawling shrubs; leaves dark green; flowers bright yellow."
"PRE","PRE0293592-0","Acocks, JPH","","20423","4/19/1959","Alepidea natalensis J.M.Wood & M.S.Evans","Maclear District. Ugie. 5.6 MI. NE. of Ugie.","-31.1338747400","28.2935007700","2k","3128AB","True","Variable in size, 6 inches to 2 ft. Inside of involucre, flowers and filaments white, anthers purple."
"PRE","PRE0365360-0","Acocks, JPH","","16096","9/7/1951","Serruria kraussii Meisn.","STELLENBOSCH DIV.; JONKERSHOEK","-33.9769478100","18.9624205200","2k","3318DD","True",""
"PRE","PRE0008729-0","Acocks, JPH","","1532","01/1937","Trichoneura grandiglumis (Nees) Ekman","PNIEL","-33.8945923100","18.9622120300","2k","3318DD","True",""
"PRE","PRE0013295-0","Acocks, JPH","","243","3/25/1936","Aristida vestita Thunb.","DANIELSKUIL; TOP OF IRONSTONE HILL","-28.1877865600","23.5411368800","5k","2823BA","True",""
"PRE","PRE0218041-0","Acocks, JPH","Hafstrom, AHF","1699","9/19/1938","Tripteris aghillana DC. var. aghillana","SUTHERLAND; IN SHELTER OF OTHER BUSHES ON SLOPE NR. SUTHERLAND","-31.3750000000","20.6250000000","1/4dg","3120BC","",""
"PRE","PRE0480621-0","Acocks, JPH","","22385","7/20/1962","Ficinia indica (Lam.) H.Pfeiff.","SWELLENDAM DIV.; HESSEQUAS POORT.","-34.0997312800","20.2232783700","2k","3420AA","True","Fairly frequent."
"PRE","PRE0457030-0","Acocks, JPH","","20276","2/27/1959","Dysphania carinata (R.Br.) Mosyakin & Clemants","KING WILLIAMS TOWN; JAGAZI; GONUBIE RIVER AROUND KRAALS","-32.6788620000","27.6899360000","2k","3227DA","True",""
"PRE","PRE0022635-0","Acocks, JPH","","13487","3/18/1947","Andropogon distachyos L.","KLIP RIVER DIST.; COLLING'S PASS","-28.2234110000","29.6656930000","2k","2829BA","True",""
"PRE","PRE0232023-0","Acocks, JPH","","15366","9/21/1949","Euryops virgineus (L.f.) DC.","GAMTOOS VALLEY; NR. THORNHILL","-33.9205329400","25.0298077600","2k","3325CC","True",""
"PRE","PRE0251706-0","Acocks, JPH","","1990","3/11/1937","Tribulus cristatus C.Presl","HAY DIV.; SANDDRIFT","-29.5065610000","22.9737220000","2k","2922DB","True",""
"PRE","PRE0438406-0","Acocks, JPH","","11051","12/28/1944","Tephrosia capensis var. acutifolia E.Mey.","HOPEWELL","-33.6035634500","26.6748931100","2k","3326DA","True",""
"PRE","PRE0344066-0","Acocks, JPH","","18117","5/10/1955","Pergularia daemia subsp. garipensis (E.Mey.) Goyder","GIBEON DIST.; MARIENTAL; 6.5 MI. N. OF MARIENTAL","-24.5362198700","17.9470927500","2k","2417DB","True",""
"PRE","PRE0235107-0","Acocks, JPH","","16827","7/29/1953","Hebenstretia parviflora E.Mey.","CALVINIA DIV.; OUDRIFT SSW. OF CALVINIA","-31.7709540000","19.4465750000","2k","3119CD","True",""
"PRE","PRE0444512-0","Acocks, JPH","","23036","11/13/1962","Cliffortia atrata Weim.","POTBERG; N SIDE OF POTBERG","-34.3683766400","20.6029963100","2k","3420BC","True",""
"PRE","PRE0307835-0","Acocks, JPH","","10473","5/25/1944","Lasiosiphon splendens (Meisn.) Endl.","ESTCOURT DIST.; HILLSIDE TO N. OF TOWN","-28.9572390000","29.8733960000","5k","2829DD","True","Rounded bush with silvery leaves and brown stems. Flowers golden[yellow] and scented."
"PRE","PRE0110158-0","Acocks, JPH","","19426","8/24/1947","Ornithogalum hispidum Hornem. subsp. hispidum","NAMAQUALAND DIST.; VAALHEUWEL; 2 MI. NW. OF VAALHEUWEL","-29.3930168200","17.5428677800","2k","2917BC","True",""
"PRE","PRE0110981-0","Acocks, JPH","","9422","12/6/1942","Cyperus uitenhagensis (Steud.) C.Archer & Goetgh.","STUTTERHEIM DIV.; KUBUSIE RIVER VALLEY; ST. JOHNS.","-32.5685210000","27.6262800000","2k","3227DA","True","Heads green. Frequent."
"PRE","PRE0398182-0","Acocks, JPH","","23684","9/11/1965","Aspalathus shawii L.Bolus subsp. shawii","CERES DIV.; PIENAARS KLOOF; POORT N","-33.1810331900","20.1606501000","2k","3320AA","True","2' erect shrub. Flowers yellow."
"NBG","NBG0065337-0","Acocks, JPH","","19671","8/22/1958","Passerina filiformis subsp. glutinosa (Thoday) Bredenk. & A.E.van Wyk","Clanwilliam dist. 6 m. W by N of Graafwater.","-32.1274942100","18.4935501200","5k","3218AB","True","HT: 3.00, HTUNIT: ft; GRFRMS: Shrub"
"PRE","PRE0271099-0","Acocks, JPH","","20546","7/29/1959","Diosma passerinoides Steud.","SWELLENDAM DIV.; BARRYDALE; 8.3 MI. NNW. OF BARRYDALE","-33.8412107100","20.6834850100","2k","3320DC","True","Plant height: 1 m."
"PRE","PRE0237407-0","Acocks, JPH","","13210","11/20/1946","Berkheya eriobasis (DC.) Roessler","CALVINIA DIV.; LOERIESFONTEIN; 4 MI. E. OF LOERIESFONTEIN","-30.9375912700","19.5178524000","2k","3019DC","True",""
"PRE","PRE0339006-0","Acocks, JPH","","22448","7/25/1962","Erica maritima Guthrie & Bolus","PAVIESVLEI; 2 MI. W. BY N. OF PAVIESVLEI POST OFFICE","-34.4584266300","19.5817183100","2k","3419BC","True",""
"PRE","PRE0131254-0","Acocks, JPH","","14697","9/10/1948","Jamesbrittenia tysonii (Hiern) Hilliard","WILLISTON DIV.; 16 MI W OF WILLISTON","-31.3502147200","20.6568460300","2k","3120BC","True",""
"PRE","PRE0159027-0","Acocks, JPH","","1483","12/17/1936","Nenax microphylla (Sond.) T.M.Salter","BARKLEY WEST DIV.; CRISTAALFONTEIN 17KL","-28.0074921800","24.2516055400","1000m","2824AB","True",""
"PRE","PRE0408748-0","Acocks, JPH","","10772","11/12/1944","Heliophila rigidiuscula Sond.","WEENEN DIST.; DALTON BRIDGE; NR BUSHMAN'S RIVER","-29.0935969800","29.8024463000","2k","2929BB","True",""
"PRE","PRE0295833-0","Acocks, JPH","","22673","8/30/1962","Anginon pumilum I.Allison & B.-E.van Wyk","SWELLENDAM; GOERREESOE","-34.2840000000","20.2659183400","2k","3420AD","True",""
"PRE","PRE0015083-0","Acocks, JPH","","22694","8/28/1962","Cynosurus coloratus Lehm. ex Nees","BREDASDORP DIST.; ARNISTON","-34.6744634000","20.2281586800","2k","3420CA","True",""
"PRE","PRE0191553-0","Acocks, JPH","","24098","10/5/1968","Helichrysum cochleariforme DC.","RIVERSDALE DIV.; 16 MI. S. OF RIVERSDALE IN VALLEY","-34.3247563500","21.2623421100","2k","3421AD","True",""
"PRE","PRE0479752-0","Acocks, JPH","","15663","10/25/1949","Schoenoplectus subulatus (Vahl) Lye","AI-AIS; FISH RIVER; 89 MI. W. OF KARASBURG.","-27.9154010000","17.4898000000","2k","2717CD","True","Ht. 3--6'. Stems soft."
"PRE","PRE0427671-0","Acocks, JPH","","21448","9/9/1960","Indigofera tomentosa Eckl. & Zeyh.","PORT ELIZABETH; SEA VIEW; TO E.","-34.0136100000","25.3530600000","2k","3425AB","True","Decumbent."
"PRE","PRE0084402-0","Acocks, JPH","","14709","9/11/1948","Lapeirousia jacquinii N.E.Br.","CALVINIA DIV.; NEAR NIEUWOUDTVILLE, TO WEST.","-31.3755636700","19.0748261400","2k","3119AC","True","Frequent. Flowers deep purple."
"PRE","PRE0252309-0","Acocks, JPH","","19188","2/12/1957","Euphorbia spartaria N.E.Br.","TAUNGS DIST.; 26 MI. E. OF REIVILO","-27.5600430000","24.5555850000","2k","2724DA","True","Plant height: 60 cm. Stems smooth, terete."
"PRE","PRE0319252-0","Acocks, JPH","","20017","11/17/1958","Hermannia salviifolia L.f. var. salviifolia","UNIONDALE DIV.; JOUBERTINA","-33.8247230000","23.8577950000","5k","3323DD","True",""
"PRE","PRE0379323-0","Acocks, JPH","","18142","5/11/1955","Hermbstaedtia odorata (Burch.) T.Cooke var. odorata","REHOBOTH DIST.; 40 MI. NW. OF KALKRAND","-23.6296860000","17.1856480000","2k","2317CA","True",""
"PRE","PRE0308743-0","Acocks, JPH","","11667","8/16/1945","Euclea daphnoides Hiern","UMFOLOZI DIST.; BLACK UMFOLOZI VALLE; NR. MAHLABATINI","-28.2359762300","31.4745786200","2k","2831AB","True",""
"PRE","PRE0300814-0","Acocks, JPH","","21296","8/5/1960","Gnidia oppositifolia L.","HUMANSDORP DIV.; ELANDSBOS RIVER","-33.9682391800","23.7773118500","2k","3323DD","True","Virgate shrub, 1.2 m tall. Bright green. Flowers yellow. Frequent."
"PRE","PRE0157952-0","Acocks, JPH","","14790","9/14/1948","Pteronia sp.","VAN RHYNSDORP DIV.; 24 MI. NNW. OF VANRHYNSDORP","-31.3121180000","18.5832140000","2k","3118BC","True",""
"PRE","PRE0159385-0","Acocks, JPH","","14765","9/14/1948","Pteronia heterocarpa DC.","VAN RHYNSDORP DIV.; 11.5 MI. N. OF VANRHYNSDORP","-31.4506570000","18.7311740000","2k","3118BC","True",""
"PRE","PRE0077638-0","Acocks, JPH","","21361","8/10/1960","Gladiolus tristis L.","RIVERSDALE DIV.; SOETMELKS RIVER, SSE. OF RIVERSDALE.","-34.1617560000","21.3050370000","2k","3421AB","True",""
"PRE","PRE0257979-0","Acocks, JPH","","2264","01/1937","Polygala leptophylla Burch. var. leptophylla","KIMBERLEY DIV.; KAMFERSDAM; NR. PUMPING STA.","-28.6936010000","24.7543760000","5k","2824DB","True",""
"PRE","PRE0347489-0","Acocks, JPH","","20960","11/23/1959","Raphionacme galpinii Schltr.","LYDENBURG DIST.; DRIEKOP P.O.; 2.7 MI. S. W. OF DRIEKOP P.O.","-24.6182613300","30.1861656600","2k","2430CA","True",""
"PRE","PRE0153791-0","Acocks, JPH","","13764","5/29/1947","Selago longiflora Rolfe","RICHMOND; 7 MI. W. OF RICHMOND","-31.4171293500","23.8249253700","2k","3123BD","True",""
"PRE","PRE0160574-0","Acocks, JPH","","14181","3/22/1948","Pteronia uncinata DC.","CLANWILLIAM DIV.; LAMBERTS BAY; 5.5 MI. NE. OF LAMBERTS BAY EDGE OF SALTY FLATS","-32.0490814800","18.3573002400","2k","3218AB","True",""
"PRE","PRE0173350-0","Acocks, JPH","","2157","3/30/1937","Amphiglossa tecta (Brusse) Koekemoer","HAY DIV.; WITSAND","-28.5223334900","22.4902002400","2k","2822CB","True",""
"PRE","PRE0054760-0","Acocks, JPH","","20993","11/28/1959","Eulophia ovalis Lindl. var. ovalis","HEILBRON DIST.; 2.3 MI. SSW. OF GREENLANDS STATION.","-27.1515290000","27.6553070000","1000m","2727BA","True",""
"PRE","PRE0024950-0","Acocks, JPH","","12656","5/12/1946","Sporobolus coromandelianus (Retz.) Kunth","KENHARDT DIV.; JAGBULT; ABOVE DAM","-29.7135717800","21.7111293300","2k","2921DA","True",""
"PRE","PRE0294316-0","Acocks, JPH","","16743","1/18/1953","Afrohybanthus enneaspermus (L.) Flicker","NELSPRUIT DIST.; SKUKUZA CAMP; BANKS OF SABIE RIVER","-24.9922280000","31.5922790000","2k","2431DC","True","Shrublet, 30 cm high with pale mauve flowers."
"PRE","PRE0191452-0","Acocks, JPH","","17434","10/15/1953","Helichrysum stellatum (L.) Less.","CALVINIA DIV.; LOKENBURG","-31.6951841600","19.1896762400","10k","3119CA","True","6 - 12"" annual bush; white heads."
"PRE","PRE0482351-0","Acocks, JPH","","22797","9/25/1962","Disa cernua (Thunb.) Sw.","CALEDON DIST.; 2 MI. W. BY N. OF PAVIESVLEI P.O.","-34.4584266300","19.5817183100","2k","3419BC","True","Very locally frequent."
"PRE","PRE0346459-0","Acocks, JPH","","21219","7/12/1960","Erica glumiflora Klotzsch ex Benth.","KNYSNA DIV.; LAKE PLEASANT HOTEL","-34.0311917700","22.8258958900","2k","3422BB","True",""
"PRE","PRE0144691-0","Acocks, JPH","Hafstrom, AHF","1412","10/29/1938","Adhatoda andromeda (Lindau) C.B.Clarke","BERGVILLE DIST.; DRAKENSBERG NAT PARK; SLOPES OF PLOWMANS KOP","-28.6831640000","28.9507480000","2k","2828DB","True",""
"NH","NH0035134-0","Acocks, JPH","","10126","2/27/1944","Polygonum meisnerianum Cham. & Schltdl.","Weenen County: Mooi River. Banks of Mooi River at Lake Hotel.","-28.8750000000","30.6250000000","1/4dg","2830DC","",""
"PRE","PRE0220867-0","Acocks, JPH","","18952","8/23/1956","Senecio sarcoides C.Jeffrey","CALVINIA DIV.; LANGBERG MTS.; WOLWE GRAAFWATER S. OF LANGEBERG","-30.7997032900","18.9955766300","2k","3018DD","True",""
"PRE","PRE0138115-0","Acocks, JPH","","18016","4/28/1955","Lycium bosciifolium Schinz","KEETMANSHOOP DIST.; 28.5 MI. NW. OF NARUBIS","-26.6608100000","18.2747820000","2k","2618CB","True","HT: 6.00, HTUNIT: ft; GRFRMS: Shrub"
"PRE","PRE0191614-0","Acocks, JPH","","17218","9/25/1953","Helichrysum moeserianum Thell.","CALVINIA; LOKENBURG","-31.6951841600","19.1896762400","10k","3119CA","True",""
"PRE","PRE0020560-0","Acocks, JPH","","20891","11/20/1959","Brachiaria brizantha (A.Rich.) Stapf","GROBLERSDAL DIST.; 28.5 MI NE. BY E. OF GROBLERSDAL","-24.9944335200","29.7058585300","2k","2429DC","True",""
"PRE","PRE0321074-0","Acocks, JPH","","1962","3/11/1937","Hermannia desertorum Eckl. & Zeyh.","HAY DIV.; LANYON VALE","-29.3093360000","23.1990280000","2k","2923AC","True",""
"PRE","PRE0095795-0","Acocks, JPH","","H1254","10/8/1936","Trachyandra burkei (Baker) Oberm.","KIMBERLEY DIV.; BETW. JACOBS RUST AND SYDNEY","-28.4404590000","24.3533520000","5k","2824AD","True",""
"PRE","PRE0457373-0","Acocks, JPH","","1627","12/1936","Anacampseros albissima Marloth","HERBERT DIST.; CAMPBELL; BEHIND CAMPBELL ABOVE GRIQUATOWN RD. ON SLOPE","-28.7966296600","23.7020167300","5k","2823DC","True",""
"PRE","PRE0130370-0","Acocks, JPH","Hafstrom, AHF","1386","10/7/1938","Barleria virgula C.B.Clarke","ZOUTPANSBERG DIST.; MESSINA","-22.3469983000","30.0389838400","5k","2230AC","True",""
"PRE","PRE0142496-0","Acocks, JPH","","1951","3/11/1937","Lycium cinereum Thunb.","HAY DIV.; LANYON VALE","-29.3093360000","23.1990280000","2k","2923AC","True",""
"PRE","PRE0134113-0","Acocks, JPH","","16719","1/16/1953","Heliotropium ovalifolium Forssk.","NELSPRUIT DIST.; KRUGER NAT. PARK; 16.5 MI. SE. OF PRETORIUSKOP","-25.2548400800","31.4613747100","2k","2531AD","True",""
"PRE","PRE0278892-0","Acocks, JPH","","9272","10/31/1942","Cassinopsis ilicifolia (Hochst.) Sleumer","STUTTERHEIM DIV.; KABAKU HILLS","-32.6223561400","27.3142232400","2k","3227CB","True",""
"PRE","PRE0396660-0","Acocks, JPH","","17627","3/18/1954","Limeum telephioides E.Mey. ex Fenzl var. telephioides","ALBANY DIV.; GRAHAMSTOWN; UPPER PART OF FISH RIVER 6 MI NW OF GRAHAMSTOWN","-33.2591220000","26.4567580000","2k","3326AD","True",""
"PRE","PRE0148164-0","Acocks, JPH","Hafstrom, AHF","1748","10/1/1938","Vernonia galpinii Klatt","25 MI N OF PRETORIA","-25.3542640000","28.2773530000","2k","2528AD","True",""
"PRE","PRE0427668-0","Acocks, JPH","","17512","10/28/1953","Indigofera procumbens L.","CRADOCK DIST.; JAKKALSFONTEIN; ZWAGERSHOEK MIDDLE SLOPES","-32.3485359600","25.4004648300","2k","3225AD","True",""
"PRE","PRE0263372-0","Acocks, JPH","","13096","10/15/1946","Jatropha natalensis Mull.Arg.","LOWER UMFOLOZI DIST.; MSUNDUSI RIVER; NR. BIALA STA.","-27.7738002500","32.1357290600","5k","2732CC","True","Glaucous"
"PRE","PRE0140520-0","Acocks, JPH","","17439","10/16/1953","Zaluzianskya capensis (L.) Walp.","CALVINIA DIV.; LOKENBURG","-31.6951841600","19.1896762400","2k","3119CA","True",""
"PRE","PRE0236067-0","Acocks, JPH","","15206","10/31/1948","Pteronia ovalifolia DC.","MALMESBURY DIV.; BRITANNIA BAY","-32.7092084500","17.9679678900","2k","3217DB","True",""
"NBG","NBG0246685-0","Acocks, JPH","","22444","7/25/1962","Erica muscosa (Aiton) E.G.H.Oliv.","Caledon Dist. 2 miles W by N of Paviesvlei Post Office.","-34.4584266300","19.5817183100","2k","3419BC","True",""
"NH","NH0128171-0","Acocks, JPH","","12981","10/10/1946","Raphionacme galpinii Schltr.","c. 4 miles North West of Ntambanana.","-28.5626079400","31.6901714100","2k","2831DA","True","Flowers green."
"PRE","PRE0483144-0","Acocks, JPH","","24570","4/25/1972","Polygala seminuda Harv.","MIDDELBURG DIST.; 15 MI. S. OF WONDERHEUWEL","-31.5033390000","24.6907350000","2k","3124DA","True",""
"PRE","PRE0389022-0","Acocks, JPH","","20125","","Cotyledon sp.","CRADOCK DIV.; SUURFONTEIN","-32.1177360000","25.0587850000","2k","3225AA","True",""
"PRE","PRE0141876-0","Acocks, JPH","","22556","7/31/1962","Lobostemon marlothii Levyns","GEORGE; CAMFER STA.; 3 MI. WNW. OF CAMFER STA.","-33.8211100000","22.3666700000","2k","3322CD","True",""
"PRE","PRE0458756-0","Acocks, JPH","Hafstrom, AHF","2157","12/6/1911","Indigofera meyeriana Eckl. & Zeyh.","STRUIS BAY","-34.8073830200","20.0572374000","5k","3420CC","True",""
"PRE","PRE0444034-0","Acocks, JPH","","18742","2/13/1956","Indigofera vicioides Jaub. & Spach subsp. vicioides","RUSTENBURG DIST.; 16 MI. E. OF RUSTENBURG ON FT. SLOPES OFHILLS","-25.7503714600","27.4309872500","2k","2527CD","True",""
"PRE","PRE0307731-0","Acocks, JPH","","2128","3/27/1937","Lasiosiphon burchellii Meisn.","HAY DIV.; ROOIPAN","-28.4386650000","22.2157880000","2k","2822AC","True","Erect shrublet up to 60 cm high. Leaves bright green. Locally common."
"PRE","PRE0197680-0","Acocks, JPH","","13748","5/4/1947","Eriocephalus capitellatus DC.","STEYTLERVILLE DIST.; PIENAARSPOORT","-33.2223220100","24.3967063300","2k","3324AB","True",""
"PRE","PRE0079507-0","Acocks, JPH","","21243","7/14/1960","Gladiolus rogersii Baker","GEORGE DIV.; SWART RIVER GORGE.","-33.9907320000","22.5492810000","1000m","3322DC","True",""
"PRE","PRE0374137-0","Acocks, JPH","","19068","10/4/1956","Thesium aggregatum A.W.Hill","BELLVILLE DIV.","-33.8750000000","18.3750000000","1/4dg","3318CD","",""
"PRE","PRE0169381-0","Acocks, JPH","","10191","3/9/1944","Nemesia silvatica Hilliard","WEENEN DIST.; HLATIKULU MT.; NE. FOOT OF HLATIKULU MT.","-29.2355804600","29.6877578200","2k","2929BA","True",""
"PRE","PRE0104571-0","Acocks, JPH","","19762","10/14/1958","Chlorophytum viscosum Kunth","CLANWILLIAM DIV.; 11.5 MI. W. BY N. OF CLANWILLIAM","-32.1682334400","18.7083332000","2k","3218BA","True",""
"PRE","PRE0487449-0","Acocks, JPH","","24384","9/19/1970","Ruschia sp.","MALMESBURY DIV.; 21.6 KM. SSE. OF DARLING","-33.5443497600","18.4920631300","2k","3318CB","True",""
"PRE","PRE0323942-0","Acocks, JPH","","23689","9/11/1965","Hermannia aspera J.C.Wendl.","CERES DIV.; PIENAARS KLOOF; POORT N. OF PIENAARSKLOOF","-33.1810331900","20.1606501000","2k","3320AA","True",""
"PRE","PRE0294696-0","Acocks, JPH","","15951","11/26/1950","Conium chaerophylloides (Thunb.) Sond.","Middelburg District. Grootfontein.","-31.4783000000","25.0280990000","2k","3125AC","True","Annual"
"PRE","PRE0302896-0","Acocks, JPH","","17785","9/30/1954","Annesorhiza altiscapa Schltr. ex H.Wolff","SUTHERLAND DIV.","","","","","",""
"PRE","PRE0168002-0","Acocks, JPH","","22081","2/27/1962","Sopubia simplex (Hochst.) Hochst.","MATATIELE DIST; RAMATSELISO; 4.6 MI. S.S.W. OF RAMATSELISO","-30.1097220000","28.9215860000","2k","3028BB","True",""
"PRE","PRE0761191-0","Acocks, JPH","","17258","9/26/1953","Drosera cistiflora L.","CALVINIA DIST.; LOKENBURG","-31.6951841600","19.1896762400","10k","3119CA","True","Flowers white."
"PRE","PRE0254923-0","Acocks, JPH","","12898","8/19/1946","Maytenus undata (Thunb.) Blakelock","PIETERSBURG DIST.; LEYDSDORP; 5 MI. WSW. OF LEYDSDORP","-24.0137589500","30.4510724800","2k","2430AB","True","Shrub, 3 m high"
"PRE","PRE0425985-0","Acocks, JPH","","19182","2/9/1957","Senegalia burkei (Benth.) Kyal. & Boatwr.","RUSTENBURG DIST.; 27.5 MI. SE OF DERDEPOORT","-24.9047650000","26.6391750000","2k","2426DC","True",""
"PRE","PRE0060879-0","Acocks, JPH","","2447","9/21/1937","Ornithogalum nanodes F.M.Leight.","HAY DIV.; SEEKOEBAARTS NEK","-29.0419713400","22.2694051000","2k","2922AB","True",""
"PRE","PRE0112421-0","Acocks, JPH","","9263","10/26/1942","Eleocharis dregeana Steud.","STUTTERHEIM DIST.; DOHNE RESEARCH STATION.","-32.5283606500","27.4641707900","1000m","3227CB","True",""
"PRE","PRE0344893-0","Acocks, JPH","","24226","8/26/1969","Erica placentiflora Salisb.","BREDASDORP DIST.; NORTHUMBERLAND POINT; IN VALLEY","-34.8066111100","20.0608194300","2k","3420CC","True",""
"NH","NH0036232-0","Acocks, JPH","","11612","8/11/1945","Euryops laxus (Harv.) Burtt Davy","Greytown district. Near Greytown.","-29.0638529400","30.5907205900","2k","2930BA","True","Heads yellow."
"NH","NH0034450-0","Acocks, JPH","","9898","11/18/1943","Thunbergia venosa C.B.Clarke","Estcourt P. R. Station.","-29.0235218800","29.8651008900","2k","2929BB","True","Flowers cream. Leaves pale."
"PRE","PRE0345432-0","Acocks, JPH","","21728","12/2/1960","Schizoglossum linifolium Schltr. var. linifolium","UNIONDALE DIV.; PRINCE ALFREDS PASS; GORGE AT S. END","-33.7959740000","23.1796890000","2k","3323CC","True",""
"PRE","PRE0461593-0","Acocks, JPH","","12908","8/20/1946","Ficus glumosa Delile","PIETERSBURG DIST.; 14 MI. S. OF PIETERSBURG","-24.1245810000","29.4705690000","2k","2429AB","True","20 feet spreading tree branching from base."
"PRE","PRE0348201-0","Acocks, JPH","","13171","11/11/1946","Aspidoglossum ovalifolium (Schltr.) Kupicha","BETHLEHEM; 2.3 MI. ESE. OF BETHLEHEM","-28.2446410000","28.3268110000","1000m","2828AB","True",""
"PRE","PRE0186182-0","Acocks, JPH","","2561","11/12/1937","Doellia cafra (DC.) Anderb.","HAY DIV.; LELIK STAD; IN KLOOF AT LELIK STAD","-29.1943756500","22.2808735700","5k","2922AB","True",""
"PRE","PRE0167001-0","Acocks, JPH","","631","8/21/1936","Felicia filifolia (Vent.) Burtt Davy subsp. filifolia","DE AAR; UPPER SLOPES OF ROCKY HILLS TO THE E. OFVILLAGE","-30.6229763900","24.1331709500","5k","3024CA","True",""
"PRE","PRE0204758-0","Acocks, JPH","","9133","9/27/1942","Oncosiphon pilulifer (L.f.) Kallersjo","KOMGA DIST.; KEI RIVER; KEI BRIDGE","-32.5088370000","27.9793970000","1000m","3227DB","True",""
"PRE","PRE0093114-0","Acocks, JPH","","10074","1/29/1944","Dioscorea rupicola Kunth","ESTCOURT DIST.","-29.5000000000","29.1166666700","1dg","2929CA","",""
"PRE","PRE0374249-0","Acocks, JPH","","23030","11/13/1962","Grubbia tomentosa (Thunb.) Harms","POTBERG; ON UPPER SLOPES","-34.4139376600","20.6783614800","500m","3420BC","True",""
"PRE","PRE0271878-0","Acocks, JPH","","10945","12/19/1944","Grewia lasiocarpa E.Mey. ex Harv.","BIZANA DIST.; 5 MI. FROM BIZANA ON KOKSTAD RD.","-30.8453636000","29.7883209700","2k","3029DD","True",""
