"MuseumCode","Barcode","Collectors","AdditionalCollectors","FieldNumber","Date","CalcFullName","LocalityNotes","Latitude","Longitude","LLResolution","QDS","LLChecked","DescriptionText"
"PRE","PRE0196734-0","Acocks, JPH","Hafstrom, AHF","1495","9/20/1938","Wahlenbergia androsacea A.DC.","CARNARVON; ON KOPPIES","-30.9668310800","22.1294555200","5k","3022CC","True",""
"PRE","PRE0014326-0","Acocks, JPH","","2507","10/12/1937","Imperata cylindrica (L.) Raeusch. [1]","KURUMAN DIST.; BANKS OF MATLANING RIVER AT COTTON END","-27.2079317500","23.4649054700","2k","2723AB","True",""
"PRE","PRE0011137-0","Acocks, JPH","","13774","6/16/1947","Aristida transvaalensis Henrard","NEW HANOVER DIST.; BAYNES DRIFT; 2 MI. ENE. OF BAYNES DR.","-29.4619587200","30.5003804600","2k","2930BC","True",""
"PRE","PRE0363708-0","Acocks, JPH","Hafstrom, AHF","2114","12/10/1938","Paranomus dispersus Levyns","GARCIA'S PASS; N. END OF PASS","-33.9465310000","21.2308640000","2k","3321CC","True",""
"PRE","PRE0203922-0","Acocks, JPH","","21699","11/30/1960","Helichrysum appendiculatum (L.f.) Less.","PORT ELIZABETH; SEA VIEW; 5.5 MI NE. OF SEA VIEW","-33.9548246000","25.3924145500","2k","3325CD","True",""
"PRE","PRE0073922-0","Acocks, JPH","","22783","9/24/1962","Gladiolus carneus D.Delaroche","PEARLY BEACH (HAGELKRAAL). SWAMP BEHIND DUNES.","-34.6695220000","19.5158860000","2k","3419DA","True","Flowers white with purple markings."
"PRE","PRE0203229-0","Acocks, JPH","","8770","5/27/1938","Pentzia calcarea Kies","HOPETOWN DIV.; ORANGE RIVER STA.; OUTSPAN","-29.6586786700","24.2086690300","2k","2924CA","True",""
"PRE","PRE0389362-0","Acocks, JPH","","17900","2/16/1955","Leobordea divaricata (Eckl. ex Zeyh.) Boatwr.","QUEENSTOWN DIV.; 15 MI. WN. OF QUEENSTOWN","-31.8617562300","26.6446228200","2k","3126DC","True",""
"PRE","PRE0145739-0","Acocks, JPH","","14836","9/18/1948","Plantago cafra Decne.","VAN RHYNSDORP; ZANDKRAAL","-31.7005600000","18.7427800000","2k","3118DA","True",""
"PRE","PRE0471095-0","Acocks, JPH","","24561","9/16/1971","Ifloga decumbens (Thunb.) Schltr.","MIDDELBURG DIST.; COMPASSBERG; HANS SE KOP CAMP ON SLOPE","-31.7591561400","24.5376855600","5k","3124DC","True",""
"PRE","PRE0352722-0","Acocks, JPH","","22767","9/23/1962","Erica elimensis L.Bolus var. elimensis","BREDASDORP DIST.; DE DAM; 5.5 MI. N. BY E. OF DI DAM","-34.6891120000","19.7009130000","2k","3419DA","True",""
"PRE","PRE0019027-0","Acocks, JPH","","23394","10/31/1963","Tribolium echinatum (Thunb.) Renvoize","VAN RHYNSDORP DIV.; BIESIESFONTEIN","-30.9900600000","17.9685580000","2k","3017DD","True",""
"PRE","PRE0193705-0","Acocks, JPH","","24153","10/13/1968","Wahlenbergia paniculata (Thunb.) A.DC.","HOPEFIELD DIV.; BERG RIVER STA.","-32.9289263700","18.3314397600","2k","3218CD","True",""
"PRE","PRE0112818-0","Acocks, JPH","","13733","4/30/1947","Gladiolus maculatus Sweet","HUMANSDORP DIST.; 7.5 MI. NNE. OF HUMANSDORP.","-34.0417150000","24.8830570000","2k","3424BB","True","Flowers brown."
"PRE","PRE0021576-0","Acocks, JPH","Hafstrom, AHF","64","10/29/1938","Stiburus conrathii Hack.","DRAKENBERG NAT. PARK; PLOWMANS KOP; SLOPES OF KOP","-28.6831640000","28.9507480000","2k","2828DB","True",""
"PRE","PRE0452881-0","Acocks, JPH","","2558","11/10/1937","Rhynchosia totta var. rigidula (DC.) Moteetee & M.M.le Roux","PRIESKA DIV.; BUISVLEI; JASPER HILLS","-29.5594220000","22.6022550000","2k","2922DA","True",""
"PRE","PRE0161969-0","Acocks, JPH","","614","08/1936","Peliostomum leucorrhizum E.Mey. ex Benth.","BOSHOFF; NEAR OLIFANTS DAM MINE","-28.8134660000","24.9539870000","5k","2824DD","True",""
"PRE","PRE0094762-0","Acocks, JPH","","23343","9/13/1963","Bulbine capitata Poelln.","BRONKHORSTSPRUIT DIST.; 18 MI. NE. OF BRONKHORSTSPRUIT.","-25.6221204800","28.8965059800","2k","2528DB","True",""
"PRE","PRE0325574-0","Acocks, JPH","","23895","7/8/1967","Sebaea compacta A.W.Hill","BOSHOF DIST.; UITKYK; 20.3 MI. N. E. BY E. OF BOSHOFF","-28.4058638500","25.4893077900","2k","2825AD","True",""
"PRE","PRE0021870-0","Acocks, JPH","","286","03/1936","Sporobolus sp.","BARKLEY WEST DIV.; KNOCKBARRAGH; VLEI AT KNOCKBARRAGH","-27.9891348800","24.3090265800","2k","2724CD","True",""
"PRE","PRE0231246-0","Acocks, JPH","","9029","8/25/1942","Taraxacum sp.","STUTTERHEIM","-32.5708820000","27.4246580000","5k","3227CB","True",""
"PRE","PRE0460679-0","Acocks, JPH","","24551","4/29/1971","Monsonia umbellata Harv.","PRINCE ALBERT DIV.; 25.6 KM. SE. OF PRINCE ALBERT RD. STA.","-33.2004240000","22.0173850000","2k","3322AA","True",""
"NH","NH0036114-0","Acocks, JPH","","11375","4/1/1945","Wahlenbergia huttonii (Sond.) Thulin","Weenen. Hlatikulu mountain.","-29.2355804600","29.6877578200","2k","2929BA","True",""
"PRE","PRE0168098-0","Acocks, JPH","","22079","2/27/1962","Buchnera sp.","RAMATSELISO; 4.6 MI. SSW. OF RAMATSELISO","-30.1097220000","28.9215860000","2k","3028BB","True",""
"PRE","PRE0160399-0","Acocks, JPH","","14050","3/4/1948","Selago sp.","PORT ELIZABETH DIV.; COEGA; 7 MI.ENE. OF COEGA","-33.7239013200","25.7583450100","2k","3325DB","True",""
"PRE","PRE0201680-0","Acocks, JPH","","17732","9/26/1954","Cyphia incisa var. cardamines (Thunb.) E.Phillips","LOKENBURG","-31.6951841600","19.1896762400","10k","3119CA","True",""
"PRE","PRE0091067-0","Acocks, JPH","","9513","12/25/1942","Juncus lomatophyllus Spreng.","STUTTERHEIM COMMONAGE.","-32.5695157400","27.4274372100","2k","3227CB","True",""
"PRE","PRE0351707-0","Acocks, JPH","","21170","7/8/1960","Erica fourcadei L.Bolus","HUMANSDORP DIV.; STORMS RIVER MOUTH","-34.0223630200","23.8975463800","2k","3423BB","True",""
"PRE","PRE0190617-0","Acocks, JPH","Hafstrom, AHF","1502","11/9/1938","Prismatocarpus campanuloides (L.f.) Sond. var. campanuloides","ALBANY DIV.; GRAHAMSTOWN","-33.3132700000","26.5240180000","5k","3326BC","True",""
"NH","NH0040495-0","Acocks, JPH","","10091","1/30/1944","Rabdosiella calycina (Benth.) Codd","Champagne Castle.","-29.0916726300","29.3316705100","10k","2929AB","True",""
"PRE","PRE0201255-0","Acocks, JPH","","23897","8/23/1967","Foveolina dichotoma (DC.) Kallersjo","MIDDELBURG DIV; GROOTFONTEIN COLLEGE","-31.4717326000","25.0280170000","2k","3125AC","True",""
"PRE","PRE0020930-0","Acocks, JPH","","14920","9/23/1949","Ehrharta calycina Sm.","NAMAQUALAND; 11 MI. WSW. OF GARIES","-30.5912998600","17.8585178500","2k","3017DB","True",""
"PRE","PRE0308700-0","Acocks, JPH","","10980","12/23/1944","Diospyros natalensis (Harv.) Brenan subsp. natalensis","EAST LONDON DIST.; GONUBIE SPRINGS","-32.9359318600","28.0315673800","500m","3228CC","True",""
"PRE","PRE0215685-0","Acocks, JPH","","9231","10/23/1942","Senecio erubescens Aiton var. erubescens","STUTTERHEIM DIV.; DOHNE RES. STA.","-32.5283606500","27.4641707900","1000m","3227CB","True",""
"PRE","PRE0093030-0","Acocks, JPH","","PRE 38569","","Dioscorea sylvatica Eckl. var. sylvatica","TABAMHLOPE MT.","-29.1219455700","29.6492199700","2k","2929BA","True",""
"PRE","PRE0037892-0","Acocks, JPH","","11997","10/29/1945","Astroloba sp.","Jansenville Division. Waterford. Ridge to W. of Klein Riet river W. of Waterford.","-33.0489190000","25.0165280000","5k","3325AA","True",""
"PRE","PRE0346967-0","Acocks, JPH","","23780","11/11/1965","Aspidoglossum heterophyllum E.Mey.","BARVILLE PARK","-33.6089130000","26.7845600000","2k","3326DB","True",""
"PRE","PRE0257989-0","Acocks, JPH","","11402","4/8/1945","Polygala gymnoclada MacOwan","WEENEN DIST.; GRIFFINS HILL","-29.1038325600","29.9668100100","1000m","2929BB","True",""
"PRE","PRE0099944-0","Acocks, JPH","","8474","12/14/1937","Trachyandra asperata var. basutoensis (Poelln.) Oberm.","BLOEMFONTEIN DIST.; PETRUSBURG; BESTERSPUT NR. PETRUSBURG","-29.1834880000","25.5054450000","2k","2925BA","True",""
"PRE","PRE0339587-0","Acocks, JPH","Hafstrom, AHF","1143","9/4/1938","Secamone alpini Schult.","CEDARBERG; NIEUWOUDTS PASS","-32.3477800000","19.0122200000","1000m","3219AC","True",""
"PRE","PRE0111418-0","Acocks, JPH","","18989","8/28/1956","Trachyandra dissecta Oberm.","CALVINIA DIV.; 53 MI. S. OF CALVINIA.","-32.1401068000","19.7173023600","2k","3219BA","True",""
"PRE","PRE0454400-0","Acocks, JPH","","20551","4/29/1959","Oxalis convexula Jacq.","SWELLENDAM DIV.; BARRYDALE; 8.3 MI. N.N.W. OF BARRYDALE","-33.8412107100","20.6834850100","2k","3320DC","True",""
"PRE","PRE0235867-0","Acocks, JPH","","20199","1/15/1959","Lobelia preslii A.DC.","BARKLY EAST DIV.; SAALBOOM NEK; 13.4 MI. SSE. OF CLIFFORD P.O.","-31.2331255500","27.5302503800","2k","3127BA","True",""
"PRE","PRE0028590-0","Acocks, JPH","","18817","3/19/1956","Paspalum distichum L.","GORDONIA; AUGRABIES FALLS; S. BANK ABOVE FALLS","-28.5883656100","20.3377332200","2k","2820CB","True",""
"PRE","PRE0379095-0","Acocks, JPH","","19843","10/19/1958","Thesium capituliflorum Sond.","CERES DIV.; MIDDELBERG PASS; TOP OF PASS","-32.6272250000","19.1485010000","2k","3219CA","True",""
"PRE","PRE0375570-0","Acocks, JPH","","14455","6/23/1948","Salsola ceresica Botsch.","CERES DIV.; TULPFONTEIN; 10 MI. NE. OF TULPFONTEIN","-32.6063140000","19.7987880000","2k","3219DB","True",""
"PRE","PRE0311686-0","Acocks, JPH","","23390","10/30/1963","Struthiola confusa C.H.Wright","PIQVETBERG DIV.; CAPE DESEADA; ON TOP OF HEADLAND","-32.3279519600","18.3241748700","2k","3218AD","True",""
"NBG","NBG0156544-0","Acocks, JPH","","12791","7/22/1946","Erica orientalis R.A.Dyer","Alexandria Div. Nanaga Post Office. 6.5 miles NE of Nanaga Post Office.","-33.5772140200","26.0053783600","2k","3326CA","True","HT: 0.30, HTUNIT: m; GRFRMS: Shrub"
"NBG","NBG0065146-0","Acocks, JPH","","20183","1/15/1959","Berkheya multijuga (DC.) Roessler","BARKLY EAST DIV.; SAALBOOM NEK; 13.4 M. SSE. OF CLIFFORD POST OFFICE","-31.2331255500","27.5302503800","2k","3127BA","True",""
"PRE","PRE0139122-0","Acocks, JPH","","12466","2/15/1946","Justicia petiolaris subsp. incerta (C.B.Clarke) Immelman","PRETORIA DIST.; PIENAARS RIVER; 5 MI. N. OF PIENAARS RIVER","-25.1349750000","28.3028770000","2k","2528AB","True",""
"PRE","PRE0413046-0","Acocks, JPH","","8876","1/20/1942","Crotalaria sphaerocarpa Perr. ex DC. subsp. sphaerocarpa","WATERBERG DIST.; TOWOOMBA","-29.0348448500","29.6446230900","2k","2929BA","True",""
"PRE","PRE0058983-0","Acocks, JPH","","17176","9/21/1953","Hesperantha pilosa subsp. bracteolata (R.C.Foster) Goldblatt & J.C.Manning","Sutherland Dist.; Geelhoek (Vyffontein).","-32.3816223000","20.2149737900","5k","3220AC","True","Flowers violet. Fairly frequent."
"PRE","PRE0400278-0","Acocks, JPH","","23402","11/1/1963","Aspalathus quinquefolia subsp. virgata (Thunb.) R.Dahlgren","NAMAQUALAND; KOTZESRUS; 4.8 MI NNW OF KOTZESRUS","-30.9041820000","17.8174090000","2k","3017DD","True","2' obconical shrubs."
"PRE","PRE0295231-0","Acocks, JPH","","22054","2/23/1962","Hermannia geniculata Eckl. & Zeyh.","MOUNT CURRIE DIST.; 16 MI. N. BY E. OF KOKSTAD","-30.3729088000","29.4746187300","2k","3029AD","True",""
"PRE","PRE0394627-0","Acocks, JPH","","14641","7/5/1948","Wiborgia obcordata (P.J.Bergius) Thunb.","MOSSEL BAY DIV; KLEIN BRAK RIVER","-34.0907760000","22.1406950000","2k","3422AA","True",""
"PRE","PRE0131170-0","Acocks, JPH","","H1200","10/31/1936","Jamesbrittenia tysonii (Hiern) Hilliard","GRIQUALAND WEST; BETWEEN ABRAMS DAM AND SPRINGFIELD","-29.1401274300","22.7374336300","50k","2922BA","True",""
"NBG","NBG0244466-0","Acocks, JPH","","24234","8/27/1969","Leucadendron lanigerum H.Buek ex Meisn.","Die Poort, Bredasdorp Div.","-34.5920173000","19.9974149300","2k","3419DB","True","Dwarf shrub. On sandy river flats, locally frequent and grows up from 2-3 ft tall shrubs."
"PRE","PRE0146346-0","Acocks, JPH","","11355","3/25/1945","Hebenstretia oatesii Rolfe subsp. oatesii","WEENEN DIST.; DALTON BRIDGE","-29.0935969800","29.8024463000","2k","2929BB","True",""
"PRE","PRE0023697-0","Acocks, JPH","","15185","10/29/1948","Ehrharta villosa Schult.f. var. villosa","CLANWILLIAM DIV.; NORTIER RES. LAMBERTS BAY","-32.0818879600","18.3262575500","2k","3218AB","True",""
"PRE","PRE0157756-0","Acocks, JPH","","11067","12/28/1944","Anthospermum paniculatum Cruse","BATHURST DIV.; HOPEWELL","-33.6001420000","26.6560350000","2k","3326DA","True",""
"PRE","PRE0327679-0","Acocks, JPH","","21979","1/29/1962","Asclepias eminens (Harv.) Schltr.","VENTERSDORP DIST.; 17.3 MI. W. OF VENTERSDORP","-26.3254918900","26.5630130500","2k","2626BC","True",""
"NH","NH0034581-0","Acocks, JPH","","10080","1/30/1944","Disperis tysonii Bolus","Estcourt District. Near Champagne Castle Hotel.","-29.0539246700","29.4156985700","2k","2929AB","True","Flowers pink. Fairly frequent."
"PRE","PRE0199242-0","Acocks, JPH","","8667","5/10/1938","Helichrysum cerastioides DC. var. cerastioides","MIDDELBURG DIV; DOORNBERGHOEK; SLOPE OF KOPPIE","-31.5910084200","25.4054984200","5k","3125CB","True",""
"PRE","PRE0180563-0","Acocks, JPH","","8648","5/6/1938","Helichrysum rutilans (L.) D.Don","Middelburg div; Doornberghoek.","-31.5910084200","25.4054984200","5k","3125CB","True",""
"PRE","PRE0246392-0","Acocks, JPH","","537","7/27/1936","Searsia leptodictya (Diels) T.S.Yi, A.J.Mill. & J.Wen f. leptodictya","TAUNGS DIST.; TAUNGS NATIVE RES.; ABOUT 18 MI. S. OF TAUNGS","-27.7967430000","24.7949490000","2k","2724DD","True",""
"PRE","PRE0259963-0","Acocks, JPH","","10138","3/5/1944","Sphedamnocarpus pruriens subsp. galphimiifolius (A.Juss.) P.D.de Villiers & D.J.Botha","WEENEN DIST.; ESTCOURT; 5 MI. FROM ESTCOURT ON WEENEN RD. ABOVE BUSHMANS RIVER","-28.9582905600","29.9134917900","2k","2829DD","True",""
"PRE","PRE0349866-0","Acocks, JPH","","13038","10/12/1946","Pachycarpus scaber (Harv.) N.E.Br.","NGOTSHE DIST.; 5.5 MI. DOWN HLOMOHLOMO RD","-27.6222830000","31.3945710000","2k","2731CB","True",""
"PRE","PRE0291490-0","Acocks, JPH","","8661","5/10/1938","Hermannia sp.","MIDDELBURG DIV; DOORNBERGHOEK","-31.5910084200","25.4054984200","5k","3125CB","True",""
"PRE","PRE0201533-0","Acocks, JPH","","14644","7/6/1948","Pentzia incana (Thunb.) Kuntze","WILLOWMORE DIV.; 11 MI. E. BY N. OF WILLOWMORE","-33.2417080000","23.6482840000","2k","3323BA","True",""
"PRE","PRE0111031-0","Acocks, JPH","","10030","12/29/1943","Cyperus cyperoides (L.) Kuntze subsp. cyperoides","KLIP RIVER DIST.; NEAR COLENSO AT GROBBELAARS KLOOF.","-28.6903177800","29.7600654100","5k","2829DB","True",""
"PRE","PRE0004500-0","Acocks, JPH","","2142","3/27/1937","Diheteropogon amplectens (Nees) Clayton var. amplectens","HAY DIV.; CLIFTON; JASPER HILL","-28.3327087000","23.3846667400","2k","2823AD","True",""
"PRE","PRE0430734-0","Acocks, JPH","","19581","9/24/1957","Otholobium pustulatum C.H.Stirt.","NAMAQUALAND; 15.25 MI W BY S OF SPRINGBOK","-29.7087910000","17.6845620000","2k","2917DA","True",""
"PRE","PRE0225553-0","Acocks, JPH","","17573","1/23/1954","Senecio rosmarinifolius L.f.","CALVINIA DIV.; LOKENBURG","-31.6951841600","19.1896762400","10k","3119CA","True",""
"PRE","PRE0369174-0","Acocks, JPH","","9611","1/24/1943","Rumex lanceolatus Thunb.","","-31.6250000000","23.1250000000","1/4dg","3123CA","",""
"PRE","PRE0024248-0","Acocks, JPH","","16168","10/1939","Brachiaria serrata (Thunb.) Stapf","VEREENIGING DIST.; LEEUWKUIL RES STA","-26.6597000000","27.9053000000","2k","2627DB","True",""
"PRE","PRE0389882-0","Acocks, JPH","","1435","12/15/1936","Mestoklema arboriforme (Burch.) N.E.Br. ex Glen","BARKLEY WEST DIV.; GONG GONG; FLATS BETWEEN BARKLY WEST AND GONG GONG","-28.5227516900","24.4839972400","2k","2824CB","True",""
"PRE","PRE0557355-0","Acocks, JPH","","21640","10/23/1960","Satyrium membranaceum Sw.","MOSSEL BAY DIST.; 11.8 MI. E. OF GOURITZ RIVER BRIDGE.","-34.1798460000","21.9516540000","2k","3421BB","True",""
"PRE","PRE0478121-0","Acocks, JPH","Naude","51","02/1942","Bulbostylis burchellii (Ficalho & Hiern) C.B.Clarke","WATERBERG DIST.; NOOITGEDACHT 699 FARM.","-24.5324990000","28.5658490000","10k","2428DA","True","Frequent."
"PRE","PRE0021263-0","Acocks, JPH","","20169","1/14/1959","Poa binata Nees","BARKLY EAST DIV.; MOSHESH'S FORD; 6 MI. NW. OF MOSHESHS FORD","-30.7956805700","27.7660768400","2k","3027DD","True",""
"PRE","PRE0142796-0","Acocks, JPH","","1676","02/1937","Mimulus gracilis R.Br.","KIMBERLEY DIV.; MORGENZON; BETWEEN THE RD. AND THE RAILWAYEMBANKMENT AT MORGENZON","-28.4465090000","24.7957720000","2k","2824BD","True",""
"NH","NH0035564-0","Acocks, JPH","","10646","10/4/1944","Trachyandra asperata var. nataglencoensis (Kuntze) Oberm.","Greenford, Frere. Steep bushy slope above Blaauwkrantz River.","-28.8579700000","29.8026330000","2k","2829DD","True",""
"PRE","PRE0438378-0","Acocks, JPH","","9057","9/12/1942","Rubus pinnatus Willd.","KING WILLIAMS TOWN D; AMABELE","-32.6608000000","27.5247000000","2k","3227DA","True","Sprawling shrub. Flowers pink"
"PRE","PRE0160429-0","Acocks, JPH","","23444","11/27/1963","Selago sp.","MIDDELBURG; COMPASSBERG FARM","-31.7224362900","24.5049980300","2k","3124DA","True",""
"PRE","PRE0521298-0","Acocks, JPH","","2550","11/7/1937","Monsonia crassicaulis (Rehm) F.Albers","PRIESKA DIV. (N or Oragne); edge of krantz on W side of jasper hill on Prieska Outspan","-29.6362540000","22.7543540000","1000m","2922DB","True",""
"PRE","PRE0259670-0","Acocks, JPH","","22384","7/20/1962","Polygala scabra L.","SWELLENDAM; HESSEQUAS POORT","-34.0997312800","20.2232783700","2k","3420AA","True",""
"PRE","PRE0038508-0","Acocks, JPH","","17155","9/20/1953","Holothrix secunda (Thunb.) Rchb.f.","Laingsburg Dist.; 3 mi. N of Matjiesfontein.","-33.1905600000","20.5794400000","2k","3320BA","True","Occasional. Flowers yellow; leaves succulent."
"PRE","PRE0410986-0","Acocks, JPH","","20139","1/9/1959","Dianthus micropetalus Ser.","CATHCART DIV; 4 MI S OF GUILDFORD POST OFFICE","-32.2449800000","26.9466960000","2k","3226BB","True",""
"PRE","PRE0293742-0","Acocks, JPH","","2025","3/13/1937","Kissenia capensis Endl.","HAY DIV.; KAMEELFONTEIN; TOP OF LAVA-CAPPED JASPER HILL","-29.3873780000","22.6275130000","2k","2922BC","True",""
"PRE","PRE0427340-0","Acocks, JPH","","677","08/1936","Psoralea fascicularis DC.","CAPE PENINSULA DIST.; HOUT BAY; GOLF COURSE","-34.0385530000","18.3548500000","5k","3418AB","True",""
"PRE","PRE0142493-0","Acocks, JPH","Hafstrom, AHF","H1339","10/28/1936","Lycium cinereum Thunb.","GRIQUALAND WEST; HAY; A FEW MILES S. OF NIEKERKS HOPE","-29.4049240000","22.8045400000","2k","2922BD","True",""
"PRE","PRE0155674-0","Acocks, JPH","","13794","7/2/1947","Chromolaena odorata (L.) R.M.King & H.Rob.","NDWEDWE DIST.; NDWEDWE; TO E. OF NDWEDWE","-29.5228753800","30.9947254200","2k","2930DB","True",""
"PRE","PRE0112943-0","Acocks, JPH","","16245","11/26/1951","Drimia macrantha (Baker) Baker","HANOVER DIST.; WILDFONTEIN STA.","-31.0678848000","24.8226500600","2k","3124BB","True",""
"PRE","PRE0417415-0","Acocks, JPH","","13668","4/27/1947","Argyrolobium incanum Eckl. & Zeyh.","HUMANSDORP DIST.; KABELJAUWS POST OFFI; TO SW.","-34.0067368100","24.9090408600","2k","3424BB","True",""
"NBG","NBG1495622-0","Acocks, JPH","","24149","10/12/1968","Ceropegia incarnata (L.f.) Bruyns subsp. incarnata","Cape Town. Malmesbury Div. Yzerfontein.","-33.3499669900","18.1565685100","2k","3318AC","True",""
"PRE","PRE0478615-0","Acocks, JPH","","18894","08/1956","Lachenalia zebrina W.F.Barker f. zebrina","CALVINIA DIV.; VISAGIESRUS","-31.5311460000","20.5310070000","1000m","3120DA","True",""
"PRE","PRE0181971-0","Acocks, JPH","","12833","8/13/1946","Athrixia arachnoidea J.M.Wood & M.S.Evans ex J.M.Wood","VRYHEID DIST.; 17.5 MI. E. OF VRYHEID ON INYATI ROAD","-27.7632860000","31.0489620000","5k","2731CC","True",""
"PRE","PRE0462633-0","Acocks, JPH","","11851","10/15/1945","Boscia oleoides (Burch. ex DC.) Toelken","VICTORIA EAST DIV.; BREAKFAST VLEI","-33.0901178500","26.9447020100","5k","3326BB","True",""
"PRE","PRE0387431-0","Acocks, JPH","","18713","2/5/1956","Lotononis laxa Eckl. & Zeyh.","KRUGERSDORP DIST.; 4 MI. NE. OF KRUGERSDORP","-26.0630600000","27.8216700000","2k","2627BB","True",""
"PRE","PRE0197770-0","Acocks, JPH","","15855","5/11/1950","Eriocephalus eximius DC.","MIDDELBURG DIST.; LOOTSBERG PASS","-31.8237000000","24.8558980000","2k","3124DD","True",""
"PRE","PRE0326218-0","Acocks, JPH","","14634","7/4/1948","Hermannia flammula Harv.","MOSSEL BAY DIV; CLOETES PASS; NW. END OF CLOETES PASS","-33.9109709800","21.7211281200","2k","3321DC","True",""
"PRE","PRE0259772-0","Acocks, JPH","Hafstrom, AHF","813","10/20/1938","Polygala hottentotta C.Presl","PIETERSBURG DIST.; HAENERTSBURG; HILLS NR. HAENERTSBURG","-23.9417972000","29.9470266300","2k","2329DD","True",""
"PRE","PRE0288315-0","Acocks, JPH","","15257","11/8/1948","Phylica cylindrica J.C.Wendl.","WORCESTER DIV.; BRANDWACHT MOUNTAIN; FAIRY GLEN","-33.5545596100","19.4303730800","2k","3319CB","True","Straggling shrub, 1.8 m high."
"PRE","PRE0261457-0","Acocks, JPH","Hafstrom, AHF","804","9/5/1938","Polygala bracteolata L.","SIMONSTOWN DIST.; SCARBOROUGH","-34.1990987500","18.3742123800","5k","3418AB","True",""
